country,period,sd_growth,mad_lrer_deviation,iso3,sd_temperature,rgdpe_pc,rgdpo_pc,rgdpna_pc,hc,csh_g,pl_c,na_govtcons,rer_na,rer,lrer_deviation,lxr,lxr_deviation,emprate,traderatio_na,tradesum,trade_resid,trade_resid_na,FDIflow_gfc,FDIstock,FDI_gdp,FDIstock_ipol,FDI_gfc,credit_gdp,inflation,inflation_na,infra_com_mobile,infra_com_fixedline,urbanpop,urbanpop_resid,TOT,TOT_pwt,popdens,csh_x,csh_m,eci,ExpProdNo,ExpHHI,ExpDivers,ExpDivIndex,ExpDivIndex_ipol,ExtensiveMargin,IntensiveMargin,man_exportshare,techexports,hightechexpvalue,agri_valadded,agri_empl,remittances,inttot,civtot,actotal,currencycr,sovdebtcr,temperaturecelsius,gini_disp,gini_mkt,infrastructure_index,infra_pca1,infra_pca2,govtcons_wdi,lrgdpe_pc,lrgdpo_pc,lrgdpna_pc,lhc,lkg,lkg_wdi,lkg_na,lrer,lcredit,lmobile,lphoneline,linflation_na,ltot,lFDI,ltraderesid,ltraderesid_na,ltradesum,lurbanpopresid,lexpprodno,lexpHHI,lexpdivers,lFDIstock,lFDIstock_ipol,lEDI_ipol,lremittances,lrer_na,dum_mepv,dum_mepv_low,dum_mepv_high,bankingcr_years,fincrisis_years,dum_bankingcr,dum_fincrisis,geo,abovemedianinc,avgincome,dum_inc_low,dum_inc_mid,dum_inc_high,group_income,NAMES_STD,region_un,dum_region_africa,dum_region_americas,dum_region_asia,dum_region_europe,group_region
Afghanistan,0,,,AFG,8.48446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1343029,4.134303,2.021106473513624,2.1131963476239877,,,,,,,0.0,0.0,0.0,0.0,0.0,12.626667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4193188,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,1,,,AFG,9.047201,,,,,,,,,,,,,,,,,,0.26186816607499996,,,0.936391,,,,,,,,,,,,,,,,,,3.7483304399999993,3.7483304,1.2345526779958518,2.513777793743066,,,,,,,0.0,0.0,0.0,0.0,0.0,12.596666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06572216,1.3213105,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,2,,,AFG,8.94029,,,,,,,,,,,,,,,,,,0.0632524476,,,0.53855175,,,,,,,,,,,,,,,,,,3.63442384,3.6344237,1.4878493579711045,2.14657451717036,,,,,,,0.0,2.8,2.8,0.0,0.0,12.796667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6188717,1.2904506,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,3,,,AFG,8.983903,,,,,,,,,,,,,,,,,,0.6441571491,0.32667590329999996,,0.32667592,,,,,,,,,,,,,,,,,,3.80304004,3.80304,1.87586176177685,1.9271782697784139,,,,,,,0.0,7.0,7.0,0.0,0.0,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1187867,-1.1187867,1.3358008,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,4,,,AFG,8.535579,,,,,,,,,,,,,,,,,,0.1037361827,0.37757088072,,0.37757087,,,,,,,,,,,,,,,,,,3.87836512,3.878365,2.0794511449451303,1.798914088582388,,,,,,,0.0,7.0,7.0,0.0,0.0,13.168333,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97399694,-0.973997,1.3554137,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,5,,,AFG,8.554552,,,,,,,,,,,,,,,,,,0.003438207139999999,0.40322924336000004,,0.40322924,,,,,,,,,,,,,,,,,,3.8523739800000003,3.852374,1.8074862517463781,2.044887717603704,,,,,,,0.0,7.0,7.0,0.0,0.0,12.961666,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.90825003,-0.90825003,1.3486896,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,6,,,AFG,8.704647,,,,,,,,,,,,,,,,,,0.31307954292,0.42603745472,,0.42603746,,,,,,,,,,,,,,,59.2,0.28886455596000005,0.77604921778,3.03107778,3.0310779,0.9365647562727183,2.094513007896602,,,,,,,0.0,7.0,7.0,0.0,0.0,13.178333,,,,,,,,,,,,,,,,,,,,,,,,,4.0809216,-1.2417973,-0.25353932,-0.85322803,-0.853228,1.1089183,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,7,,,AFG,8.5775585,,,,,,,,,,,,,,,,,,7.864774542539999,2.14115473888,,2.1411548,,,,,,,,,,,,,,,55.6,0.40027050299999994,0.8064752647000001,2.99071684,2.990717,1.038525791878858,1.952191081334604,,,,,,,0.0,5.2,5.2,0.0,0.0,13.785,,,,,,,,,,,,,,,,,,,,,,,,,4.018183,-0.9156147,-0.21508205,0.76134527,0.76134527,1.0955131,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,8,,,AFG,8.9795,,,,,,,,,,,,,,,,,,10.55280752122,8.383283390399999,,8.383284,,,,,,,,,,,,,,,125.6,0.29136911052,0.7125622592,2.74822774,2.7482278,0.877081741951226,1.8711459814847342,,,,,,,0.0,4.0,4.0,0.0,0.0,13.766666,31.7,33.666664,,,,,,,,,,,,,,,,,,,,,,,4.833102,-1.2331644,-0.338888,2.1262395,2.1262398,1.0109563,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,9,,,AFG,9.079879,,,,,,,,,,,,,,,,,,1.47622034354,5.34002480834,,5.340025,,,,,,,,,,,,,,,77.6,0.27284865676000003,0.77071302536,3.06142718,3.061427,1.009116661897999,2.052310513789416,,,,,,,0.0,4.0,4.0,0.0,0.0,13.723333,31.88,34.04,,,,,,,,,,,,,,,,,,,,,,,4.3515673,-1.298838,-0.2604392,1.6752303,1.6752304,1.1188812,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Afghanistan,10,,,AFG,8.771183,,,,,,,,,,,,,,,,,,2.714866031025,7.0970510914,,7.097051,,,,,,,,,,,,,,-1.0071658,90.4,0.35746068870000003,0.8305377993199998,,2.904306,,,,,,,,,0.0,4.0,4.0,0.0,0.0,14.091666,31.933332,34.1,,,,,,,,,,,,,,,,,,,,,,,4.5042443,-1.0287299,-0.18568183,1.9596794,1.9596794,1.0661944,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,1,,,,,,Afghanistan,Asia,0,0,1,0,3.0
Albania,0,,0.2691627964377403,ALB,6.8219852,,,,,,,,,,-0.05383256,,,,,,,,,,,,,,,,0.0,0.7378550788000001,31.380000000000003,,,,71.88999270072992,,,,,,,2.9207642199999997,2.9207642,0.33758845299307727,2.583175755105914,,,,,,,0.0,0.0,0.0,0.0,0.0,11.253333,,,-0.8631577,-2.5957744,1.4509066,,,,,,,,,,,,-0.30400786,,,,,,,,,,,,,1.0718453,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,,,,,Albania,Europe,0,0,0,1,4.0
Albania,1,0.00035470788,0.2343096612021327,ALB,6.4908566,3209.2893,3217.2966,4362.394,1.6158085,0.1475757,0.29155156,0.090823516,0.0055035925,0.07147372,0.040946838,1.609438,0.22737202,0.36267224,0.4471704,0.01810325,-0.9493133,-0.6312245,,,,,,,,-0.011034729,0.0,8.043869300999999,32.1274,-0.51492673,,0.8680057,81.84915328467153,0.007997079,-0.010106171,,,,,3.0759122999999997,3.0759122,0.15440524956116525,2.9215070277801702,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0616665,,,0.35728592,-0.9079375,1.396811,,8.073805,8.076297,8.380776,0.47983545,-1.913414,,-2.398837,-2.6384256,,,2.0849102,-0.011096063,-0.14155701,,-0.42299214,0.28008232,-4.011664,0.917067,,,,,,1.1236016,,-5.2023544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,2,0.0007393404,0.9577425415627658,ALB,6.25725,3492.6309,3499.2769,4753.39,1.773908,0.14982246,0.26994514,0.09066589,0.0050157574,0.063262396,0.19154851,1.6513969,-0.01995862,0.375278,0.4464221,0.046563856,-0.9447644,-0.6977126,,,,,,,,-0.010359982,0.0,0.9410778492,33.105399999999996,-0.53855354,,0.90746915,91.68613868613139,0.025098594,-0.021465262,,,,,3.25314982,3.2531497,0.14962344810057854,3.103526321804386,,,,,,,0.0,0.0,0.0,0.0,0.0,11.026667,,,-0.7391816,-1.7877387,1.0275685,,8.158411,8.160312,8.466614,0.573185,-1.8983043,,-2.400574,-2.7604642,,,-0.060729414,-0.01041402,-0.097095706,,-0.41607213,0.22852954,-3.0669308,0.9075787,,,,,,1.1796237,,-5.295171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,3,0.010440761,0.7146521583199501,ALB,6.7760043,3758.9397,3747.9038,5108.716,2.0254283,0.1497344,0.1886026,0.09175951,0.0035492603,0.032927126,0.031789154,1.9459101,-0.11281299,0.3949573,0.41136324,0.13199544,-0.7881126,-0.809825,,,0.0,,0.0,,,-0.006111851,0.0,1.0687795824,34.2884,-0.53709084,,0.9870602,101.68408759124088,0.07357292,-0.05842252,,,,,3.08866742,3.0886674,-0.01180386249568002,3.100471283472168,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0,,,-0.671451,-1.3815029,0.81715024,9.179864788531788,8.231893,8.228952,8.538703,0.70578116,-1.8988923,2.2170124,-2.3885841,-3.4134586,,,0.06651742,-0.006130605,-0.013024259,4.6051702,-0.20299235,0.13508865,-2.024988,0.90816873,,,,,,1.1277398,,-5.641016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,4,0.02608279,3.7046007215976715,ALB,7.0231295,3767.5286,3726.1182,4998.4907,2.3575315,0.15468393,0.19307403,0.096315,0.0036107218,0.034360602,0.7409201,1.909709,-0.7140303,0.40625632,0.33554482,0.082356006,-0.9369248,-1.02491,,,0.0,,0.0,,,0.00024393153,0.0,1.1522843182,35.6196,-0.45039752,,1.0113938,112.7100802919708,0.051482964,-0.030873045,,,,,2.99389202,2.993892,0.01342698031876354,2.9804650188423696,,,,,,,0.0,0.0,0.0,0.0,0.0,11.285,,,-0.60056293,-1.005564,0.6036745,9.637223990228042,8.234175,8.223123,8.5168915,0.8576151,-1.8663714,2.265633,-2.3401313,-3.3708446,,,0.14174634,0.00024390178,0.011329365,4.6051702,-0.40425745,-0.073051155,-2.4967039,0.94253165,,,,,,1.0965742,,-5.6238475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,5,0.14794698,4.043920695781708,ALB,7.0714746,3113.2888,3505.8638,3657.9546,2.515308,0.21168861,0.18635687,0.1606174,0.002513288,0.00999639,-0.20451635,3.3212185,-0.04689807,0.355775,0.6004196,0.17434873,-0.83682925,-0.5449134,23.79856871103333,4.662958914133333,2.1555193026033304,4.6629586,0.5632892,,111.19174172853711,0.51746863,0.0,1.3057448654,37.306,-0.124670394,,1.026203,118.50506569343065,0.041547038,-0.13280168,,,,,2.81240578,2.8124058,0.0451961180897343,2.767209680005908,,10.0253707260504,,,57.680000305175795,22.5374084894753,0.0,0.0,0.0,0.0,0.2,11.5633335,,,-0.2607216,-0.6029007,0.39414397,18.54679589952385,8.043435,8.162192,8.204659,0.9223952,-1.5526389,2.9202971,-1.8287301,-4.605531,,,0.26677367,0.41704357,0.025865618,4.6107874,-0.26452842,0.3432704,-1.7466978,1.0620167,,,,1.5396502,1.5396502,1.0340403,3.1151764,-5.9861636,0.0,0.0,0.0,1.0,2.0,1.0,1.0,Albania,0,8.525915,1.0,0.0,0.0,1.0,Albania,Europe,0,0,0,1,4.0
Albania,6,0.100990176,4.657738387584686,ALB,6.9118295,4342.1494,4815.717,4642.514,2.6326213,0.321957,0.24776736,0.10911951,0.004227986,0.0015766678,-0.9315477,4.8243747,0.74279046,0.31370914,0.5076546,0.18028367,-0.90718514,-0.8572095,10.24940753268,12.56188852206,2.1790226110837416,12.561889,0.26602057,,14.946253448523867,0.16457455,0.1426450852,2.8858575805999997,40.037800000000004,-0.3020548,,1.0746967,114.90077372262775,0.0350777,-0.14520597,,95.4,0.23687127207999997,0.7170559797599999,3.2229783000000003,3.2229784,0.028934408942005524,3.1940438949401146,70.09919340723735,9.255971364459247,,30.664623432376146,55.5279998779297,16.17007906445917,0.0,0.4,0.4,0.2,0.0,11.431666,37.85,46.075,0.044949736,0.07045888,0.2583532,11.125735996309597,8.376124,8.47964,8.443011,0.96798,-1.1333373,2.409261,-2.2153115,-6.4524417,,-1.9473957,1.0598221,0.15235582,0.07203844,4.6078267,-0.36066586,0.09281047,-1.7132237,0.9987232,4.558079,-1.4402385,-0.33260137,2.5306675,2.5306675,1.1703058,2.7831626,-5.4660296,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,7,0.026398826,2.1357483938336372,ALB,7.1851425,5348.198,5675.466,6303.7725,2.8291714,0.29625013,0.32232517,0.1079157,0.0055412916,0.002255118,-0.31196287,4.862452,0.32692778,0.31695455,0.66507596,0.2862,-0.74244004,-0.5813193,11.47286416626,8.802650031359999,4.084384821411334,8.80265,0.20210274,,2.7384308044352332,0.01492807,23.313255173199998,7.0496082412,43.580200000000005,-0.2846096,96.91316323200002,1.1415387,111.4362408759124,0.049493566,-0.2367064,,121.2,0.27553164622000004,0.7283261303799999,3.1870913800000005,3.1870914,0.05941274685555982,3.1276786736096254,83.24941376333672,7.4981746119709225,,22.354479631169788,50.380000305175784,16.7740263058271,0.0,0.0,0.0,0.0,0.0,12.048333,38.4,46.52,0.49154538,1.0031412,0.071015015,10.791545544879117,8.584515,8.643908,8.748903,1.0399839,-1.2165512,2.378763,-2.226405,-6.094553,,3.149022,1.952972,0.014817743,0.13237712,4.607189,-0.14854987,0.317103,-1.2510644,1.0051286,4.797442,-1.2890528,-0.31700635,2.175053,2.175053,1.1591088,2.8198316,-5.1955276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,8,0.004808629,2.4398365914821625,ALB,7.113351,7663.4346,7848.5093,8588.735,2.884536,0.21315295,0.4927228,0.107048765,0.009050667,0.0047712214,0.4879673,4.535531,-0.19751945,0.32377192,0.7617763,0.410257,-0.57751465,-0.4922364,16.549455343619996,20.57262590654,6.77525967767869,20.572626,0.20676565,38.21339636847154,2.6529054331773123,0.026563678,66.65506359600002,10.1871596268,48.903,-0.30152655,91.241341646,1.1304806,108.38601459854014,0.075080186,-0.33517683,0.15242495,162.6,0.20256426213999998,0.6762493603399999,2.5386336199999997,2.5386336,0.01491384645898422,2.523719721130326,48.93421542425109,14.74466009295503,10128935.0,17.467749496443442,45.58799972534176,14.75840979174003,0.0,0.0,0.0,0.0,0.0,11.991667,38.9,46.98,0.74320066,1.6286877,-0.15574959,10.70487042698673,8.944216,8.968079,9.058207,1.0593641,-1.5457454,2.370699,-2.2344708,-5.345153,3.643186,4.199531,2.3211281,0.02621699,0.1226429,4.607236,0.026527435,0.3799605,-0.8909715,0.99891776,5.0912933,-1.596698,-0.3911934,3.0239613,3.0239613,0.93162596,2.691813,-4.704917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,9,0.023835396,1.0008194297552109,ALB,7.0705714,10321.913,10813.407,10607.152,2.9173841,0.20297831,0.45933014,0.11090743,0.009202297,0.0038640287,0.20016389,4.6521044,-0.14728293,0.30783653,0.77110755,0.4114054,-0.67071915,-0.5877805,30.62403497222,31.916613875640003,8.646830266177195,31.916615,0.3434171,40.017871330346324,2.529307438175022,0.02337348,112.04434590599999,10.2795500536,54.31,-0.26199707,94.824676204,1.1591376,105.85994890510949,0.10711364,-0.30429178,-0.17893744,172.8,0.25430582576000005,0.70927645408,2.9720018799999997,2.9720018,0.04864584212893326,2.92335597327151,52.15643531433866,12.293582438384526,9765797.4,18.900947082073607,43.98600006103516,11.52847219437091,0.0,0.0,0.0,0.0,0.0,12.341666,39.44,47.260002,0.83840454,1.9212259,-0.3495941,11.090746288607951,9.242024,9.288542,9.269284,1.0706874,-1.5946561,2.406111,-2.1990595,-5.556045,3.689326,4.718895,2.3301566,0.023104504,0.14767629,4.6085987,-0.06862374,0.31238648,-0.88817614,1.0133706,5.152135,-1.3692178,-0.3435099,3.4631267,3.4631267,1.0892358,2.44482,-4.688302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Albania,10,0.010061805,0.6737741902470589,ALB,7.1564903,11737.59,12049.001,12124.611,2.9512234,0.20290631,0.4360869,0.11340602,0.008571998,0.003292096,-0.06323008,4.7637005,-0.05858783,0.35339218,0.75677854,0.4034151,-0.74160874,-0.6849045,35.859807709150004,48.26357996163999,8.232580020986038,48.26358,0.37268257,35.184065894915776,1.7194834923126598,0.011153081,109.11680561,8.413323513399998,59.3572,-0.05928181,93.701452108,1.1944002,104.89632299270073,0.11114508,-0.29227003,-0.4577988,170.6,0.24603176491999998,0.70925371802,,3.0856757,,,54.97979386864211,6.9062483974883175,7129533.0,19.113126263296806,38.622000122070304,10.337854123971436,0.0,0.0,0.0,0.0,0.0,12.658334,39.86667,47.4,0.8938803,2.039224,-0.52643967,11.338054091792163,9.370552,9.396737,9.402992,1.0822198,-1.5950109,2.4281647,-2.176781,-5.716231,3.5605934,4.692419,2.1298165,0.011091344,0.17764413,4.60889,-0.1475859,0.2386694,-0.9077892,1.0843735,5.139322,-1.4022946,-0.34354195,3.8766773,3.8766773,1.1267706,2.3358123,-4.7592545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,0,8.525915,0.0,1.0,0.0,2.0,Albania,Europe,0,0,0,1,4.0
Algeria,0,0.107903026,0.6541393527004402,DZA,7.15928,5214.2134,6326.8794,5588.421,1.1610035,0.2205185,0.0861218,0.13604945,0.0012753395,0.010402677,-0.130693,1.59677,0.12608793,0.15302113,0.4682594,0.27130538,0.07945691,0.062282473,,,,,,21.320866376803895,,0.050034106,0.0,0.5792420044,38.798,-0.57760656,,0.40945804,5.580276856415898,0.1978756,-0.07342977,,,,,4.87802906,4.878029,0.5821516963589082,4.2958773928443215,6.944558097986743,,,,,,0.0,0.0,0.0,0.0,0.0,22.538334,,,-0.9868038,-3.7791092,2.0899446,17.100925457950037,8.559143,8.7525625,8.628452,0.14928469,-1.5117737,2.8391325,-1.9947369,-4.565692,3.0596862,,-0.54603493,0.048822645,-0.89292085,,0.5210852,0.70148516,-1.3045102,0.8916954,,,,,,1.5847412,,-6.6645427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algeria,1,9.207996,0.0,0.0,0.0,,Algeria,Africa,1,0,0,0,1.0
Algeria,1,0.109102644,1.1102285776287317,DZA,7.2983155,6968.4434,8290.694,6638.734,1.1871612,0.19542691,0.113439634,0.13028242,0.0019326524,0.015255916,-0.22204572,1.4991368,0.06860671,0.14110774,0.5363509,0.22971117,-0.102399096,0.11419593,3.52199918026,,1.113621592253027,10.364933,0.026305689,40.464736170447395,4.751080137906596,0.0349825,0.0,0.6622889938,39.8312,-0.80024517,,0.4330832,6.422369780076751,0.1533521,-0.07635909,,,,,5.34720944,5.3472095,0.557341118706989,4.789868354440111,5.142192839494873,,,,,3.2988111947602734,0.0,0.0,0.0,0.0,0.0,22.296667,,,-0.91835564,-3.2688365,1.820887,16.063249398347875,8.849147,9.022889,8.800676,0.17156492,-1.6325688,2.776534,-2.0380507,-4.182788,3.7004309,,-0.41205326,0.03438452,-0.83682543,4.605433,0.40679622,0.72690064,-1.4709325,0.79598486,,,,,2.3384283,1.6765748,1.1935622,-6.248862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algeria,1,9.207996,0.0,1.0,0.0,2.0,Algeria,Africa,1,0,0,0,1.0
Algeria,2,0.02018385,0.603164428845048,DZA,7.0824122,10031.452,11381.784,8003.613,1.2276047,0.19471163,0.18828417,0.1328421,0.0039572385,0.029262867,0.12063289,1.3897963,-0.09958881,0.15248795,0.6977409,0.24994786,-0.11006267,0.4238068,1.5241121541199998,,0.6521038835709044,9.188304,0.013254551,51.84662999616138,11.70457186612287,0.090856545,0.0,1.0240364942,41.2428,-1.0991204,,0.61125773,7.391780211106166,0.14572826,-0.10421961,,,,,5.730265520000001,5.7302656,0.5796837542032262,5.150581801984989,0.9362457313220446,,,,,1.5114538258333958,0.0,0.0,0.0,0.0,0.0,22.433334,,,-0.70776,-2.6021447,1.571877,14.653834534487677,9.213481,9.339769,8.987648,0.20506491,-1.6362357,2.6847022,-2.018594,-3.531436,3.9482899,,0.023752164,0.08696321,-0.49223658,4.605303,0.4016809,0.86637336,-1.386503,0.6511514,,,,,2.2179313,1.7457619,0.413072,-5.532209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algeria,1,9.207996,0.0,0.0,1.0,3.0,Algeria,Africa,1,0,0,0,1.0
Algeria,3,0.03570018,1.8372170627117157,DZA,7.4399056,13046.931,13175.7,8945.398,1.3011714,0.21196392,0.25242257,0.14443386,0.0063589495,0.040026035,0.3674434,1.5007675,-0.235243,0.17808282,0.587024,0.23322484,-0.16803588,0.15364876,0.4382765208,3.24806411128,0.14740581722403462,3.248064,0.003102856,58.96105918196368,8.959747729837611,0.090199366,0.0,1.9394026759999998,45.306599999999996,-1.1096271,167.29863124000002,0.91611445,8.595759234845113,0.13203782,-0.10118701,,,,,5.15491666,5.154917,0.5798433205739536,4.57507335346134,0.7750442029450444,,,,,0.9008301581796099,0.0,0.0,0.0,0.0,0.0,22.703333,,,-0.3926176,-1.7980001,1.3406072,15.746600694641984,9.476308,9.48613,9.098894,0.26326495,-1.5513391,2.7566245,-1.9349337,-3.2182252,4.076877,,0.66238004,0.08636058,-0.08761398,4.6052012,0.36211297,0.74579275,-1.4557524,0.6456577,,,,1.1780592,1.1780591,1.639951,-0.10443854,-5.0578923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algeria,1,9.207996,0.0,0.0,1.0,3.0,Algeria,Africa,1,0,0,0,1.0
Algeria,4,0.02717326,3.6210486590862274,DZA,7.43365,10705.281,10964.096,8913.664,1.4300865,0.23504475,0.34933883,0.17569248,0.007076448,0.044086456,0.7242097,1.7097378,-0.510342,0.18434258,0.37283385,0.17256172,-0.3333195,-0.36434206,0.04192144424,2.51665377284,0.01167222276444941,2.5166538,0.00027974902,67.38295280464311,9.102212668923134,0.14782923,0.0,2.681598432,49.671800000000005,-0.599059,76.55233565399999,0.82739574,9.980756253831235,0.0949271,-0.07763462,,,,,4.689024740000001,4.689025,0.5579397107772329,4.131085043896972,1.5340083780902232,,,,,0.6187010897578307,0.0,0.0,0.0,0.2,0.0,22.918333,37.55,40.05,-0.28271702,-1.1823468,1.0870029,18.652785393947127,9.278493,9.3023815,9.095341,0.35773492,-1.4479793,2.9259956,-1.7390201,-3.1216028,4.210392,,0.98641306,0.13787253,-0.18947218,4.605173,0.23986503,0.46381024,-1.7570003,0.8828618,,,,0.9229301,0.9229302,1.5452247,-0.48013303,-4.950983,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Algeria,1,9.207996,0.0,0.0,1.0,3.0,Algeria,Africa,1,0,0,0,1.0
Algeria,5,0.02267256,1.6438622623682022,DZA,7.489914,8882.567,8982.279,8044.2646,1.5921392,0.26823846,0.2958156,0.16967864,0.0057738875,0.013025125,-0.07252374,2.9799554,0.09241572,0.18737821,0.48722085,0.18955019,-0.3793632,-0.19946808,0.2346211217,3.33686619016,0.01769977499480705,3.3368661,0.0005427437,24.558811754482306,24.75931309519984,0.24907975,0.0119401988,3.5801418119999995,53.6542,-0.1456473,68.33837998,0.8365353,11.339353833751796,0.11153299,-0.0780172,,,,,4.62659788,4.626598,0.5600601937375592,4.066537694432368,2.4356778960779883,3.8942453390809,,,24.632499694824226,2.3692568998729002,0.0,3.2,3.2,0.2,0.0,22.751667,37.12,39.62,-0.06687121,-0.6628879,0.86791635,16.400488874943775,9.0918455,9.103009,8.992715,0.46507856,-1.315879,2.797311,-1.773849,-4.340875,3.2010708,-4.4278445,1.2754024,0.22240707,-0.17848659,4.6051755,0.20296848,0.5624661,-1.6631014,1.0547373,,,,1.2050321,1.2050321,1.5318218,0.86257637,-5.15441,1.0,1.0,0.0,1.0,2.0,1.0,1.0,Algeria,1,9.207996,0.0,1.0,0.0,2.0,Algeria,Africa,1,0,0,0,1.0
Algeria,6,0.028988607,3.199480414390564,DZA,7.333542,8666.035,8716.909,7968.9224,1.7813411,0.30632988,0.27570072,0.16810688,0.004931117,0.0034395996,-0.6398961,4.0387416,0.49048707,0.19836809,0.52042615,0.19867079,-0.41592014,-0.18797252,2.40205414928,4.98507385752,0.5946358061841547,4.985074,0.020856574,4.884723676800587,12.357579574421178,0.13327447,0.081904423,4.6565006998000005,57.549200000000006,0.1385074,61.310640332000006,0.79918736,12.476872286647577,0.119368784,-0.079302005,-0.36053434,93.8,0.50471536198,0.8263449782799999,4.700147319999999,4.700147,0.5547169988653475,4.145430362141778,2.8120799923415527,3.761016564719264,,11.106979869668255,23.514000320434562,2.116094840597749,0.0,4.0,4.0,0.0,0.0,23.153334,36.6,38.92,0.054739106,-0.14455621,0.64114934,16.731126094586894,9.067166,9.07302,8.983305,0.5773665,-1.1830927,2.8172708,-1.7831553,-5.6724,1.5861127,-2.5022023,1.5382643,0.12511119,-0.22415987,4.6053786,0.1726726,0.56899494,-1.6161062,1.1491075,4.541165,-0.68376064,-0.19074294,1.6064482,1.6064483,1.5475938,0.74957234,-5.3121896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Algeria,1,9.207996,0.0,1.0,0.0,2.0,Algeria,Africa,1,0,0,0,1.0
