"08981: Consumer Price Index (2015=100), by contents, month and year"

"contents";"month";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025"
"Consumer Price Index (2015=100)";"Annual average";82.3;84.2;84.8;88.0;89.9;92.1;93.3;93.9;95.9;97.9;100.0;103.6;105.5;108.4;110.8;112.2;116.1;122.8;129.6;133.6;.
